Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Pr_nom du candidat, Candidate's Initial(s) / Initiale(s) du candidat,Date of Receipt of Notification of Confirmation / Date de r_ception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de r_ception de l'avis de confirmation
24008,Beauport--Limoilou,Beauport--Limoilou,Conservative Party of Canada,Parti conservateur du Canada,Clarke,Alupa,,26-Aug-15,11:15:00
24008,Beauport--Limoilou,Beauport--Limoilou,New Democratic Party,Nouveau Parti d_mocratique,C_t_,Raymond,,20-Aug-15,12:40:00
24008,Beauport--Limoilou,Beauport--Limoilou,Green Party of Canada,Le Parti Vert du Canada,Elhak,Dalila,,16-Sep-15,10:30:00
24008,Beauport--Limoilou,Beauport--Limoilou,Strength in Democracy,Forces et D_mocratie,Laborit,Bladimir,,28-Aug-15,4:00:00
24008,Beauport--Limoilou,Beauport--Limoilou,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Moreau,Claude,,01-Sep-15,5:15:00
24009,B_cancour--Nicolet--Saurel,B_cancour--Nicolet--Saurel,Green Party of Canada,Le Parti Vert du Canada,Bastiani,Corina,,28-Sep-15,11:45:00
24009,B_cancour--Nicolet--Saurel,B_cancour--Nicolet--Saurel,Liberal Party of Canada,Parti lib_ral du Canada,Carpentier,Claude,,29-Aug-15,2:00:00
24009,B_cancour--Nicolet--Saurel,B_cancour--Nicolet--Saurel,Conservative Party of Canada,Parti conservateur du Canada,Laberge,Yves,,22-Sep-15,10:45:00
24009,B_cancour--Nicolet--Saurel,B_cancour--Nicolet--Saurel,Bloc Quebecois,Bloc Qu_b_cois,Plamondon,Louis,,16-Aug-15,9:45:00
24009,B_cancour--Nicolet--Saurel,B_cancour--Nicolet--Saurel,New Democratic Party,Nouveau Parti d_mocratique,Tabah,Nicolas,,24-Aug-15,9:00:00
24010,Bellechasse--Les Etchemins--L_vis,Bellechasse--Les Etchemins--L_vis,Green Party of Canada,Le Parti Vert du Canada,B_lisle,Andr_,,25-Aug-15,11:40:00
24010,Bellechasse--Les Etchemins--L_vis,Bellechasse--Les Etchemins--L_vis,Conservative Party of Canada,Parti conservateur du Canada,Blaney,Steven,,13-Aug-15,11:08:00
24010,Bellechasse--Les Etchemins--L_vis,Bellechasse--Les Etchemins--L_vis,New Democratic Party,Nouveau Parti d_mocratique,Daigle,Jean-Luc,,21-Aug-15,9:18:00
24010,Bellechasse--Les Etchemins--L_vis,Bellechasse--Les Etchemins--L_vis,Bloc Quebecois,Bloc Qu_b_cois,Dub_,Antoine,,31-Aug-15,3:05:00
24010,Bellechasse--Les Etchemins--L_vis,Bellechasse--Les Etchemins--L_vis,Liberal Party of Canada,Parti lib_ral du Canada,Turgeon,Jacques,,18-Aug-15,3:45:00
24011,Beloeil--Chambly,Beloeil--Chambly,Conservative Party of Canada,Parti conservateur du Canada,Chalhoub,Claude,,09-Sep-15,9:20:00
24011,Beloeil--Chambly,Beloeil--Chambly,Liberal Party of Canada,Parti lib_ral du Canada,Desjardins,Karine,,15-Sep-15,9:52:00
24011,Beloeil--Chambly,Beloeil--Chambly,New Democratic Party,Nouveau Parti d_mocratique,Dub_,Matthew,,20-Aug-15,2:45:00
24011,Beloeil--Chambly,Beloeil--Chambly,Bloc Quebecois,Bloc Qu_b_cois,Lessard,Yves,,20-Aug-15,12:35:00
24011,Beloeil--Chambly,Beloeil--Chambly,Libertarian Party of Canada,Parti Libertarien du Canada,Maher,Michael,,25-Sep-15,7:53:00
24011,Beloeil--Chambly,Beloeil--Chambly,Green Party of Canada,Le Parti Vert du Canada,Yansan_,Fod_ Kerfalla,,30-Aug-15,1:15:00
24012,Berthier--Maskinong_,Berthier--Maskinong_,New Democratic Party,Nouveau Parti d_mocratique,Brosseau,Ruth Ellen,,24-Aug-15,4:15:00
24012,Berthier--Maskinong_,Berthier--Maskinong_,Green Party of Canada,Le Parti Vert du Canada,Burton,Cate,,27-Sep-15,2:10:00
24012,Berthier--Maskinong_,Berthier--Maskinong_,Liberal Party of Canada,Parti lib_ral du Canada,Destrempes,Pierre,,22-Sep-15,10:35:00
24012,Berthier--Maskinong_,Berthier--Maskinong_,Conservative Party of Canada,Parti conservateur du Canada,Foucrault,Marianne,,15-Sep-15,11:20:00
24012,Berthier--Maskinong_,Berthier--Maskinong_,Bloc Quebecois,Bloc Qu_b_cois,Perron,Yves,,17-Aug-15,10:15:00
24013,Th_r_se-De Blainville,Th_r_se-De Blainville,Liberal Party of Canada,Parti lib_ral du Canada,Ayoub,Ramez,,01-Sep-15,4:10:00
24013,Th_r_se-De Blainville,Th_r_se-De Blainville,Green Party of Canada,Le Parti Vert du Canada,Carkner,Andrew,,04-Sep-15,11:15:00
24013,Th_r_se-De Blainville,Th_r_se-De Blainville,New Democratic Party,Nouveau Parti d_mocratique,Gigu_re,Alain,,19-Aug-15,9:30:00
24013,Th_r_se-De Blainville,Th_r_se-De Blainville,Libertarian Party of Canada,Parti Libertarien du Canada,Guindon,Daniel,,01-Sep-15,4:30:00
24013,Th_r_se-De Blainville,Th_r_se-De Blainville,Bloc Quebecois,Bloc Qu_b_cois,Marginean,Alain,,21-Aug-15,9:00:00
24013,Th_r_se-De Blainville,Th_r_se-De Blainville,Conservative Party of Canada,Parti conservateur du Canada,Puga,Manuel,,12-Sep-15,8:15:00
24014,Pierre-Boucher--Les Patriotes--Verch_res,Pierre-Boucher--Les Patriotes--Verch_res,Bloc Quebecois,Bloc Qu_b_cois,Barsalou-Duval,Xavier,,20-Aug-15,1:50:00
24014,Pierre-Boucher--Les Patriotes--Verch_res,Pierre-Boucher--Les Patriotes--Verch_res,New Democratic Party,Nouveau Parti d_mocratique,Fortin,Rapha_l,,03-Sep-15,12:50:00
24014,Pierre-Boucher--Les Patriotes--Verch_res,Pierre-Boucher--Les Patriotes--Verch_res,Liberal Party of Canada,Parti lib_ral du Canada,Gagnon,Lucie,,22-Sep-15,9:20:00
24014,Pierre-Boucher--Les Patriotes--Verch_res,Pierre-Boucher--Les Patriotes--Verch_res,Green Party of Canada,Le Parti Vert du Canada,Lauzon,JiCi,,19-Aug-15,1:30:00
24014,Pierre-Boucher--Les Patriotes--Verch_res,Pierre-Boucher--Les Patriotes--Verch_res,Conservative Party of Canada,Parti conservateur du Canada,Maheux,Clovis,,20-Aug-15,1:50:00
24015,Bourassa,Bourassa,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Brunelle,Claude,,27-Aug-15,2:45:00
24015,Bourassa,Bourassa,Green Party of Canada,Le Parti Vert du Canada,Charron,Maxime,,29-Sep-15,10:20:00
24015,Bourassa,Bourassa,Independent,Ind_pendant,Demers,Julie,,10-Sep-15,10:30:00
24015,Bourassa,Bourassa,Liberal Party of Canada,Parti lib_ral du Canada,Dubourg,Emmanuel,,12-Aug-15,3:45:00
24015,Bourassa,Bourassa,New Democratic Party,Nouveau Parti d_mocratique,Laguerre,Dolmine,,11-Sep-15,1:00:00
24015,Bourassa,Bourassa,Bloc Quebecois,Bloc Qu_b_cois,L_veill_,Gilles,,26-Aug-15,3:50:00
24015,Bourassa,Bourassa,Strength in Democracy,Forces et D_mocratie,Ndzana,Jean-Marie Floriant,,26-Sep-15,10:40:00
24015,Bourassa,Bourassa,Conservative Party of Canada,Parti conservateur du Canada,Potasso-Justino,Jason,,16-Sep-15,1:05:00
24016,Brome--Missisquoi,Brome--Missisquoi,New Democratic Party,Nouveau Parti d_mocratique,Lusson,Catherine,,17-Aug-15,6:10:00
24016,Brome--Missisquoi,Brome--Missisquoi,Bloc Quebecois,Bloc Qu_b_cois,Melchior,Patrick,,27-Aug-15,3:30:00
24016,Brome--Missisquoi,Brome--Missisquoi,Green Party of Canada,Le Parti Vert du Canada,Moynan,Cindy,,15-Sep-15,3:05:00
24016,Brome--Missisquoi,Brome--Missisquoi,Strength in Democracy,Forces et D_mocratie,Paine,Patrick,,16-Sep-15,4:50:00
24016,Brome--Missisquoi,Brome--Missisquoi,Liberal Party of Canada,Parti lib_ral du Canada,Paradis,Denis,,04-Sep-15,3:00:00
24016,Brome--Missisquoi,Brome--Missisquoi,Conservative Party of Canada,Parti conservateur du Canada,Poulin,Charles,,01-Sep-15,4:18:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Conservative Party of Canada,Parti conservateur du Canada,Hamidi,Qais,,26-Aug-15,10:30:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Green Party of Canada,Le Parti Vert du Canada,Hu,Fang,,11-Sep-15,3:33:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Bloc Quebecois,Bloc Qu_b_cois,Lachance,Suzanne,,21-Aug-15,4:55:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,New Democratic Party,Nouveau Parti d_mocratique,Mai,Hoang,,20-Aug-15,3:30:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Liberal Party of Canada,Parti lib_ral du Canada,Mend_s,Alexandra,,19-Aug-15,1:00:00
24018,Rimouski-Neigette--T_miscouata--Les Basques,Rimouski-Neigette--T_miscouata--Les Basques,Green Party of Canada,Le Parti Vert du Canada,Boutin,Louise,,23-Sep-15,5:20:00
24018,Rimouski-Neigette--T_miscouata--Les Basques,Rimouski-Neigette--T_miscouata--Les Basques,Liberal Party of Canada,Parti lib_ral du Canada,Cadieux,Pierre,,11-Sep-15,4:20:00
24018,Rimouski-Neigette--T_miscouata--Les Basques,Rimouski-Neigette--T_miscouata--Les Basques,Bloc Quebecois,Bloc Qu_b_cois,Carignan,Johanne,,24-Aug-15,10:30:00
24018,Rimouski-Neigette--T_miscouata--Les Basques,Rimouski-Neigette--T_miscouata--Les Basques,New Democratic Party,Nouveau Parti d_mocratique,Caron,Guy,,19-Aug-15,4:15:00
24018,Rimouski-Neigette--T_miscouata--Les Basques,Rimouski-Neigette--T_miscouata--Les Basques,Rhinoceros Party,Parti Rhinoc_ros,C_rriveau,S_bastien C_Rhino,,23-Sep-15,3:15:00
24018,Rimouski-Neigette--T_miscouata--Les Basques,Rimouski-Neigette--T_miscouata--Les Basques,Conservative Party of Canada,Parti conservateur du Canada,Fortin,Francis,,08-Sep-15,2:15:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Green Party of Canada,Le Parti Vert du Canada,Baudet,Nathalie,,24-Sep-15,4:30:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Liberal Party of Canada,Parti lib_ral du Canada,C_t_,Jean,,11-Sep-15,8:15:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,New Democratic Party,Nouveau Parti d_mocratique,Day,Anne-Marie,,23-Aug-15,9:30:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Conservative Party of Canada,Parti conservateur du Canada,Paul-Hus,Pierre,,23-Aug-15,9:30:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Bloc Quebecois,Bloc Qu_b_cois,Turmel,Marc Antoine,,03-Sep-15,8:30:00
24020,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Conservative Party of Canada,Parti conservateur du Canada,Boucher,Sylvie,,25-Aug-15,2:50:00
24020,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Strength in Democracy,Forces et D_mocratie,Desjardins Pelchat,Mario,,18-Sep-15,2:55:00
24020,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Bloc Quebecois,Bloc Qu_b_cois,Dufour,S_bastien,,27-Aug-15,4:55:00
24020,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Green Party of Canada,Le Parti Vert du Canada,Kerr,Patrick,,17-Sep-15,5:40:00
24020,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,New Democratic Party,Nouveau Parti d_mocratique,Tremblay,Jonathan,,19-Aug-15,1:55:00
24020,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Beauport-C_te-de-Beaupr_-ûle d'Orl_ans-Charlevoix,Liberal Party of Canada,Parti lib_ral du Canada,Vigneau,Jean-Roger,,01-Sep-15,4:50:00
24021,Chüteauguay--Lacolle,Chüteauguay--Lacolle,New Democratic Party,Nouveau Parti d_mocratique,Chicoine,Sylvain,,19-Aug-15,2:30:00
24021,Chüteauguay--Lacolle,Chüteauguay--Lacolle,Green Party of Canada,Le Parti Vert du Canada,Mercier,Jency,,24-Sep-15,9:00:00
24021,Chüteauguay--Lacolle,Chüteauguay--Lacolle,Liberal Party of Canada,Parti lib_ral du Canada,Shanahan,Brenda,,19-Aug-15,4:30:00
24021,Chüteauguay--Lacolle,Chüteauguay--Lacolle,Bloc Quebecois,Bloc Qu_b_cois,Stank_,Sophie,,24-Aug-15,11:00:00
24021,Chüteauguay--Lacolle,Chüteauguay--Lacolle,Conservative Party of Canada,Parti conservateur du Canada,St-Pierre,Philippe,,15-Sep-15,7:45:00
24021,Chüteauguay--Lacolle,Chüteauguay--Lacolle,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Sullivan,Linda,,04-Sep-15,3:00:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Bloc Quebecois,Bloc Qu_b_cois,Gauthier,êlise,,20-Aug-15,1:45:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Liberal Party of Canada,Parti lib_ral du Canada,Lemieux,Denis,,18-Aug-15,1:30:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,New Democratic Party,Nouveau Parti d_mocratique,Morin,Dany,,20-Aug-15,3:20:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Conservative Party of Canada,Parti conservateur du Canada,Ste-Marie,Caroline,,20-Aug-15,11:10:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Green Party of Canada,Le Parti Vert du Canada,St-Gelais,Dany,,15-Sep-15,3:22:00
24023,Compton--Stanstead,Compton--Stanstead,Liberal Party of Canada,Parti lib_ral du Canada,Bibeau,Marie-Claude,,20-Aug-15,2:56:00
24023,Compton--Stanstead,Compton--Stanstead,Bloc Quebecois,Bloc Qu_b_cois,Bonsant,France,,21-Aug-15,2:12:00
24023,Compton--Stanstead,Compton--Stanstead,Rhinoceros Party,Parti Rhinoc_ros,C_t_,K_vin,,24-Sep-15,2:51:00
24023,Compton--Stanstead,Compton--Stanstead,Conservative Party of Canada,Parti conservateur du Canada,Labrador,Gustavo,,25-Aug-15,9:15:00
24023,Compton--Stanstead,Compton--Stanstead,Green Party of Canada,Le Parti Vert du Canada,Marshall,Korie,,24-Sep-15,3:04:00
24023,Compton--Stanstead,Compton--Stanstead,New Democratic Party,Nouveau Parti d_mocratique,Rousseau,Jean,,28-Aug-15,3:40:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Conservative Party of Canada,Parti conservateur du Canada,Chivu,Daniela,,10-Sep-15,8:59:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Liberal Party of Canada,Parti lib_ral du Canada,Dhillon,Anju,,18-Aug-15,3:23:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Green Party of Canada,Le Parti Vert du Canada,J. Carbonneau,Vincent,,28-Sep-15,10:37:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,New Democratic Party,Nouveau Parti d_mocratique,Morin,Isabelle,,21-Aug-15,1:14:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Independent,Ind_pendant,Ndiaye,Soul_ye,,17-Sep-15,9:58:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Bloc Quebecois,Bloc Qu_b_cois,Vaudry,Jean-Fr_d_ric,,04-Sep-15,2:24:00
24025,Drummond,Drummond,Bloc Quebecois,Bloc Qu_b_cois,Bourgeois,Diane,,02-Sep-15,10:45:00
24025,Drummond,Drummond,New Democratic Party,Nouveau Parti d_mocratique,Choquette,Fran_ois,,18-Aug-15,2:15:00
24025,Drummond,Drummond,Green Party of Canada,Le Parti Vert du Canada,Coderre,êmile,,28-Sep-15,9:00:00
24025,Drummond,Drummond,Liberal Party of Canada,Parti lib_ral du Canada,C_t_,Pierre,,14-Sep-15,3:00:00
24025,Drummond,Drummond,Conservative Party of Canada,Parti conservateur du Canada,D_ry,Pascale,,21-Aug-15,2:15:00
24026,Gasp_sie--Les ûles-de-la-Madeleine,Gasp_sie--Les ûles-de-la-Madeleine,Rhinoceros Party,Parti Rhinoc_ros,Boudreau,Max,,21-Sep-15,11:30:00
24026,Gasp_sie--Les ûles-de-la-Madeleine,Gasp_sie--Les ûles-de-la-Madeleine,Liberal Party of Canada,Parti lib_ral du Canada,Lebouthillier,Diane,,27-Aug-15,1:30:00
24026,Gasp_sie--Les ûles-de-la-Madeleine,Gasp_sie--Les ûles-de-la-Madeleine,Green Party of Canada,Le Parti Vert du Canada,Morrison,Jim,,28-Sep-15,3:15:00
24026,Gasp_sie--Les ûles-de-la-Madeleine,Gasp_sie--Les ûles-de-la-Madeleine,Conservative Party of Canada,Parti conservateur du Canada,Pigeon,Jean-Pierre,,27-Aug-15,2:45:00
24026,Gasp_sie--Les ûles-de-la-Madeleine,Gasp_sie--Les ûles-de-la-Madeleine,Bloc Quebecois,Bloc Qu_b_cois,Roussy,Nicolas,,27-Aug-15,1:00:00
24026,Gasp_sie--Les ûles-de-la-Madeleine,Gasp_sie--Les ûles-de-la-Madeleine,New Democratic Party,Nouveau Parti d_mocratique,Toone,Philip,,26-Aug-15,10:35:00
24027,Gatineau,Gatineau,Conservative Party of Canada,Parti conservateur du Canada,Angers,Luc,,04-Sep-15,1:00:00
24027,Gatineau,Gatineau,Independent,Ind_pendant,Bellavance,Guy J,,25-Sep-15,5:32:00
24027,Gatineau,Gatineau,Bloc Quebecois,Bloc Qu_b_cois,Boily,Philippe,,21-Aug-15,2:00:00
24027,Gatineau,Gatineau,New Democratic Party,Nouveau Parti d_mocratique,Boivin,Fran_oise,,24-Aug-15,4:25:00
24027,Gatineau,Gatineau,Green Party of Canada,Le Parti Vert du Canada,Dostaler,Guy,,28-Aug-15,1:45:00
24027,Gatineau,Gatineau,Liberal Party of Canada,Parti lib_ral du Canada,MacKinnon,Steven,,10-Sep-15,7:15:00
24027,Gatineau,Gatineau,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Soubli_re,Pierre,,14-Sep-15,10:30:00
24028,Hochelaga,Hochelaga,New Democratic Party,Nouveau Parti d_mocratique,Boutin-Sweet,Marjolaine,,19-Aug-15,11:55:00
24028,Hochelaga,Hochelaga,Communist Party of Canada,Parti communiste du Canada,Breton Fontaine,Marianne,,02-Sep-15,12:00:00
24028,Hochelaga,Hochelaga,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Dandenault,Christine,,31-Aug-15,11:15:00
24028,Hochelaga,Hochelaga,Conservative Party of Canada,Parti conservateur du Canada,Dang,Alexandre,,24-Sep-15,2:24:00
24028,Hochelaga,Hochelaga,Rhinoceros Party,Parti Rhinoc_ros,Lemay,Nicolas,,27-Sep-15,12:50:00
24028,Hochelaga,Hochelaga,Bloc Quebecois,Bloc Qu_b_cois,Marchand,Simon,,28-Aug-15,10:10:00
24028,Hochelaga,Hochelaga,Liberal Party of Canada,Parti lib_ral du Canada,Rizqy,Marwah,,22-Sep-15,2:45:00
24028,Hochelaga,Hochelaga,Green Party of Canada,Le Parti Vert du Canada,Saint-Cerny,Anne-Marie,,20-Sep-15,1:20:00
24029,Honor_-Mercier,Honor_-Mercier,New Democratic Party,Nouveau Parti d_mocratique,Ayala,Paulina,,26-Aug-15,11:45:00
24029,Honor_-Mercier,Honor_-Mercier,Bloc Quebecois,Bloc Qu_b_cois,Beaus_jour,Audrey,,16-Sep-15,9:02:00
24029,Honor_-Mercier,Honor_-Mercier,Green Party of Canada,Le Parti Vert du Canada,Budilean,Angela,,23-Sep-15,10:02:00
24029,Honor_-Mercier,Honor_-Mercier,Conservative Party of Canada,Parti conservateur du Canada,Croteau,Guy,,29-Aug-15,11:39:00
24029,Honor_-Mercier,Honor_-Mercier,Strength in Democracy,Forces et D_mocratie,Dejean,Dayana,,12-Sep-15,3:04:00
24029,Honor_-Mercier,Honor_-Mercier,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Le Seigle,Yves,,30-Aug-15,3:09:00
24029,Honor_-Mercier,Honor_-Mercier,Liberal Party of Canada,Parti lib_ral du Canada,Rodriguez,Pablo,,31-Aug-15,3:48:00
24030,Hull--Aylmer,Hull--Aylmer,Conservative Party of Canada,Parti conservateur du Canada,Boulrice,êtienne,,23-Sep-15,2:45:00
24030,Hull--Aylmer,Hull--Aylmer,Bloc Quebecois,Bloc Qu_b_cois,Chouinard-Boucher,Maude,,28-Aug-15,2:00:00
24030,Hull--Aylmer,Hull--Aylmer,Independent,Ind_pendant,Desjardins,Luc,,28-Sep-15,3:15:00
24030,Hull--Aylmer,Hull--Aylmer,Liberal Party of Canada,Parti lib_ral du Canada,Fergus,Greg,,28-Aug-15,4:50:00
24030,Hull--Aylmer,Hull--Aylmer,Green Party of Canada,Le Parti Vert du Canada,Fleury,Roger,,02-Sep-15,3:00:00
24030,Hull--Aylmer,Hull--Aylmer,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Girard-Bernier,Gabriel,,25-Sep-15,5:30:00
24030,Hull--Aylmer,Hull--Aylmer,Christian Heritage Party of Canada,Parti de l'H_ritage Chr_tien du Canada,Mulligan,Sean J.,,21-Sep-15,6:51:00
24030,Hull--Aylmer,Hull--Aylmer,New Democratic Party,Nouveau Parti d_mocratique,Turmel,Nycole,,20-Aug-15,4:50:00
24031,Joliette,Joliette,Liberal Party of Canada,Parti lib_ral du Canada,Bourgeois,Michel,,19-Aug-15,1:30:00
24031,Joliette,Joliette,Conservative Party of Canada,Parti conservateur du Canada,Eid,Soheil,,19-Aug-15,3:00:00
24031,Joliette,Joliette,New Democratic Party,Nouveau Parti d_mocratique,Landreville,Danielle,,02-Sep-15,10:45:00
24031,Joliette,Joliette,Strength in Democracy,Forces et D_mocratie,Morais,Robert D.,,25-Sep-15,12:15:00
24031,Joliette,Joliette,Green Party of Canada,Le Parti Vert du Canada,Morin,Mathieu,,27-Aug-15,11:10:00
24031,Joliette,Joliette,Bloc Quebecois,Bloc Qu_b_cois,Ste-Marie,Gabriel,,18-Aug-15,3:15:00
24032,Jonqui_re,Jonqui_re,Green Party of Canada,Le Parti Vert du Canada,Budilean,Carmen,,18-Sep-15,3:20:00
24032,Jonqui_re,Jonqui_re,Bloc Quebecois,Bloc Qu_b_cois,Caron,Jean-Fran_ois,,14-Aug-15,3:55:00
24032,Jonqui_re,Jonqui_re,Rhinoceros Party,Parti Rhinoc_ros,Couture,Marielle,,25-Sep-15,2:15:00
24032,Jonqui_re,Jonqui_re,Conservative Party of Canada,Parti conservateur du Canada,Larouche,Ursula,,20-Aug-15,4:15:00
24032,Jonqui_re,Jonqui_re,Liberal Party of Canada,Parti lib_ral du Canada,Pettersen,Marc,,25-Sep-15,9:15:00
24032,Jonqui_re,Jonqui_re,New Democratic Party,Nouveau Parti d_mocratique,Trudel,Karine,,28-Aug-15,3:30:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Bloc Quebecois,Bloc Qu_b_cois,Beaulieu,Mario,,20-Aug-15,4:30:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Rhinoceros Party,Parti Rhinoc_ros,Benoit,Ben 97,,11-Sep-15,2:45:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Green Party of Canada,Le Parti Vert du Canada,Cox,David J.,,22-Sep-15,5:00:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Strength in Democracy,Forces et D_mocratie,Larose,Jean-Fran_ois,,28-Sep-15,2:45:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Conservative Party of Canada,Parti conservateur du Canada,Morissette,Guy,,28-Aug-15,1:00:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,New Democratic Party,Nouveau Parti d_mocratique,P_clet,‚ve,,18-Aug-15,2:00:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Royer,Genevi_ve,,28-Aug-15,5:43:00
24033,La Pointe-de-l'ûle,La Pointe-de-l'ûle,Liberal Party of Canada,Parti lib_ral du Canada,Simard,Marie-Chantale,,21-Sep-15,4:15:00
24034,La Prairie,La Prairie,New Democratic Party,Nouveau Parti d_mocratique,Chicoine,Pierre,,20-Aug-15,10:00:00
24034,La Prairie,La Prairie,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Chouinard,Normand,,27-Aug-15,1:30:00
24034,La Prairie,La Prairie,Conservative Party of Canada,Parti conservateur du Canada,Perras,Yves,,01-Sep-15,11:25:00
24034,La Prairie,La Prairie,Bloc Quebecois,Bloc Qu_b_cois,Picard,Christian,,27-Aug-15,12:15:00
24034,La Prairie,La Prairie,Liberal Party of Canada,Parti lib_ral du Canada,Poissant,Jean-Claude,,14-Aug-15,2:30:00
